,TCGA.OR.A5J1.01,TCGA.OR.A5J2.01,TCGA.OR.A5J3.01,TCGA.OR.A5J5.01,TCGA.OR.A5J6.01,TCGA.OR.A5J7.01,TCGA.OR.A5J8.01,TCGA.OR.A5J9.01,TCGA.OR.A5JA.01,TCGA.OR.A5JB.01,TCGA.OR.A5JC.01,TCGA.OR.A5JD.01,TCGA.OR.A5JE.01,TCGA.OR.A5JF.01,TCGA.OR.A5JG.01,TCGA.OR.A5JI.01,TCGA.OR.A5JJ.01,TCGA.OR.A5JK.01,TCGA.OR.A5JL.01,TCGA.OR.A5JM.01,TCGA.OR.A5JO.01,TCGA.OR.A5JP.01,TCGA.OR.A5JQ.01,TCGA.OR.A5JR.01,TCGA.OR.A5JS.01,TCGA.OR.A5JT.01,TCGA.OR.A5JV.01,TCGA.OR.A5JW.01,TCGA.OR.A5JX.01,TCGA.OR.A5JY.01,TCGA.OR.A5JZ.01,TCGA.OR.A5K0.01,TCGA.OR.A5K1.01,TCGA.OR.A5K2.01,TCGA.OR.A5K3.01,TCGA.OR.A5K4.01,TCGA.OR.A5K5.01,TCGA.OR.A5K6.01,TCGA.OR.A5K8.01,TCGA.OR.A5K9.01,TCGA.OR.A5KO.01,TCGA.OR.A5KT.01,TCGA.OR.A5KU.01,TCGA.OR.A5KV.01,TCGA.OR.A5KW.01,TCGA.OR.A5KX.01,TCGA.OR.A5KY.01,TCGA.OR.A5KZ.01,TCGA.OR.A5L3.01,TCGA.OR.A5L4.01,TCGA.OR.A5L5.01,TCGA.OR.A5L6.01,TCGA.OR.A5L8.01,TCGA.OR.A5L9.01,TCGA.OR.A5LA.01,TCGA.OR.A5LB.01,TCGA.OR.A5LC.01,TCGA.OR.A5LD.01,TCGA.OR.A5LE.01,TCGA.OR.A5LG.01,TCGA.OR.A5LH.01,TCGA.OR.A5LJ.01,TCGA.OR.A5LK.01,TCGA.OR.A5LL.01,TCGA.OR.A5LM.01,TCGA.OR.A5LN.01,TCGA.OR.A5LO.01,TCGA.OR.A5LP.01,TCGA.OR.A5LR.01,TCGA.OR.A5LS.01,TCGA.OR.A5LT.01,TCGA.OU.A5PI.01,TCGA.P6.A5OG.01,TCGA.PA.A5YG.01,TCGA.PK.A5H9.01,TCGA.PK.A5HA.01,TCGA.PK.A5HB.01,TCGA.OR.A5J1.01.1,TCGA.OR.A5J2.01.1,TCGA.OR.A5J3.01.1,TCGA.OR.A5J5.01.1,TCGA.OR.A5J6.01.1,TCGA.OR.A5J7.01.1,TCGA.OR.A5J8.01.1,TCGA.OR.A5J9.01.1,TCGA.OR.A5JA.01.1,TCGA.OR.A5JB.01.1,TCGA.OR.A5JC.01.1,TCGA.OR.A5JD.01.1,TCGA.OR.A5JE.01.1,TCGA.OR.A5JF.01.1,TCGA.OR.A5JG.01.1,TCGA.OR.A5JI.01.1,TCGA.OR.A5JJ.01.1,TCGA.OR.A5JK.01.1,TCGA.OR.A5JL.01.1,TCGA.OR.A5JM.01.1,TCGA.OR.A5JO.01.1,TCGA.OR.A5JP.01.1,TCGA.OR.A5JQ.01.1,TCGA.OR.A5JR.01.1,TCGA.OR.A5JS.01.1,TCGA.OR.A5JT.01.1,TCGA.OR.A5JV.01.1,TCGA.OR.A5JW.01.1,TCGA.OR.A5JX.01.1,TCGA.OR.A5JY.01.1,TCGA.OR.A5JZ.01.1,TCGA.OR.A5K0.01.1,TCGA.OR.A5K1.01.1,TCGA.OR.A5K2.01.1,TCGA.OR.A5K3.01.1,TCGA.OR.A5K4.01.1,TCGA.OR.A5K5.01.1,TCGA.OR.A5K6.01.1,TCGA.OR.A5K8.01.1,TCGA.OR.A5K9.01.1,TCGA.OR.A5KO.01.1,TCGA.OR.A5KT.01.1,TCGA.OR.A5KU.01.1,TCGA.OR.A5KV.01.1,TCGA.OR.A5KW.01.1,TCGA.OR.A5KX.01.1,TCGA.OR.A5KY.01.1,TCGA.OR.A5KZ.01.1,TCGA.OR.A5L3.01.1,TCGA.OR.A5L4.01.1,TCGA.OR.A5L5.01.1,TCGA.OR.A5L6.01.1,TCGA.OR.A5L8.01.1,TCGA.OR.A5L9.01.1,TCGA.OR.A5LA.01.1,TCGA.OR.A5LB.01.1,TCGA.OR.A5LC.01.1,TCGA.OR.A5LD.01.1,TCGA.OR.A5LE.01.1,TCGA.OR.A5LG.01.1,TCGA.OR.A5LH.01.1,TCGA.OR.A5LJ.01.1,TCGA.OR.A5LK.01.1,TCGA.OR.A5LL.01.1,TCGA.OR.A5LM.01.1,TCGA.OR.A5LN.01.1,TCGA.OR.A5LO.01.1,TCGA.OR.A5LP.01.1,TCGA.OR.A5LR.01.1,TCGA.OR.A5LS.01.1,TCGA.OR.A5LT.01.1,TCGA.OU.A5PI.01.1,TCGA.P6.A5OG.01.1,TCGA.PA.A5YG.01.1,TCGA.PK.A5H9.01.1,TCGA.PK.A5HA.01.1,TCGA.PK.A5HB.01.1,TCGA.OR.A5LD.01.2,TCGA.OR.A5LE.01.2,TCGA.OR.A5LG.01.2,TCGA.OR.A5LH.01.2,TCGA.OR.A5LJ.01.2,TCGA.OR.A5LK.01.2,TCGA.OR.A5LL.01.2,TCGA.OR.A5LM.01.2,TCGA.OR.A5LN.01.2,TCGA.OR.A5LO.01.2,TCGA.OR.A5LP.01.2,TCGA.OR.A5LR.01.2,TCGA.OR.A5LS.01.2,TCGA.OR.A5LT.01.2,TCGA.OU.A5PI.01.2,TCGA.P6.A5OG.01.2,TCGA.PA.A5YG.01.2,TCGA.PK.A5H9.01.2,TCGA.PK.A5HA.01.2,TCGA.PK.A5HB.01.2,TCGA.OU.A5PI.01.3,TCGA.OR.A5LT.01.3,TCGA.OR.A5LS.01.3
hsa-mir-6807,-0.497551947,-0.497551947,0.276859404,-0.497551947,-0.497551947,-0.497551947,2.62901491,-0.497551947,0.185244186,0.775260158,0.347472578,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,0.601845374,3.817888659,-0.497551947,2.505104684,-0.497551947,-0.497551947,-0.497551947,-0.497551947,0.352602736,-0.497551947,-0.497551947,1.684852649,-0.497551947,-0.497551947,-0.497551947,1.067613029,-0.497551947,-0.497551947,3.703349424,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,0.257268521,1.121262872,1.472439843,0.085139952,-0.497551947,1.969458835,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.005108204,-0.497551947,-0.497551947,-0.497551947,-0.497551947,1.835677831,0.348810241,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,0.162382643,-0.497551947,-0.497551947,2.170916768,-0.497551947,-0.497551947,0.276859404,-0.497551947,-0.497551947,-0.497551947,2.62901491,-0.497551947,0.185244186,0.775260158,0.347472578,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,0.601845374,3.817888659,-0.497551947,2.505104684,-0.497551947,-0.497551947,-0.497551947,-0.497551947,0.352602736,-0.497551947,-0.497551947,1.684852649,-0.497551947,-0.497551947,-0.497551947,1.067613029,-0.497551947,-0.497551947,3.703349424,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,0.257268521,1.121262872,1.472439843,0.085139952,-0.497551947,1.969458835,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.005108204,-0.497551947,-0.497551947,-0.497551947,-0.497551947,1.835677831,0.348810241,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,0.162382643,-0.497551947,-0.497551947,2.170916768,1.835677831,0.348810241,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,-0.497551947,0.162382643,-0.497551947,-0.497551947,2.170916768,-0.497551947,-0.497551947,-0.497551947
hsa-mir-4435-1,-0.493215496,-0.493215496,-0.493215496,0.475349903,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,1.381287219,-0.493215496,1.347578331,-0.493215496,0.627495273,-0.493215496,0.624949549,1.485190035,1.41638967,0.776030543,-0.493215496,-0.493215496,2.765024967,-0.493215496,3.993106003,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,1.374555317,-0.493215496,-0.493215496,-0.493215496,0.64669244,-0.493215496,-0.493215496,1.46752908,-0.493215496,-0.493215496,0.734497946,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,0.876871908,-0.493215496,0.770368503,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,3.257178011,-0.493215496,3.08766247,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,1.498741622,-0.493215496,-0.493215496,-0.493215496,0.475349903,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,1.381287219,-0.493215496,1.347578331,-0.493215496,0.627495273,-0.493215496,0.624949549,1.485190035,1.41638967,0.776030543,-0.493215496,-0.493215496,2.765024967,-0.493215496,3.993106003,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,1.374555317,-0.493215496,-0.493215496,-0.493215496,0.64669244,-0.493215496,-0.493215496,1.46752908,-0.493215496,-0.493215496,0.734497946,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,0.876871908,-0.493215496,0.770368503,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,3.257178011,-0.493215496,3.08766247,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,1.498741622,-0.493215496,0.770368503,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,3.257178011,-0.493215496,3.08766247,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,-0.493215496,1.498741622,3.257178011,-0.493215496,3.08766247
hsa-mir-99b,-0.593102659,-0.559297213,-0.574247046,-0.012619832,-0.54070017,-0.617566141,-0.659572174,3.5592336,-0.069094122,-0.266337381,1.089967747,-0.399282234,-0.018248628,-0.179755571,-0.120591159,0.192012446,-0.7166217,-0.746866577,-0.277455992,-0.44569491,-1.611568732,0.791027385,1.075602894,2.715855044,-1.479361084,-0.532633573,0.056138677,-1.116274098,1.632815192,-0.207214366,0.395164415,-1.220340165,-0.061248439,0.555531126,1.095932449,0.675560587,0.207166785,-0.489186703,0.079179694,-0.694861741,-0.612438041,-0.80549909,-0.260516832,-0.961450421,1.817271007,-1.006659877,2.702871624,0.232651471,-0.785725977,0.343937604,0.226851466,-0.346346314,-0.363390175,2.65431477,-0.248133221,-0.554725914,0.010615389,0.579317695,-0.389335026,-0.700026676,-1.205139389,-0.976586084,-0.170105118,-1.593038455,1.400168331,0.726561464,-0.273735336,0.518939351,0.389034559,-0.337463506,0.761482417,0.361689061,-1.515818237,0.030853675,-0.678175678,1.066090344,0.050213513,-0.593102659,-0.559297213,-0.574247046,-0.012619832,-0.54070017,-0.617566141,-0.659572174,3.5592336,-0.069094122,-0.266337381,1.089967747,-0.399282234,-0.018248628,-0.179755571,-0.120591159,0.192012446,-0.7166217,-0.746866577,-0.277455992,-0.44569491,-1.611568732,0.791027385,1.075602894,2.715855044,-1.479361084,-0.532633573,0.056138677,-1.116274098,1.632815192,-0.207214366,0.395164415,-1.220340165,-0.061248439,0.555531126,1.095932449,0.675560587,0.207166785,-0.489186703,0.079179694,-0.694861741,-0.612438041,-0.80549909,-0.260516832,-0.961450421,1.817271007,-1.006659877,2.702871624,0.232651471,-0.785725977,0.343937604,0.226851466,-0.346346314,-0.363390175,2.65431477,-0.248133221,-0.554725914,0.010615389,0.579317695,-0.389335026,-0.700026676,-1.205139389,-0.976586084,-0.170105118,-1.593038455,1.400168331,0.726561464,-0.273735336,0.518939351,0.389034559,-0.337463506,0.761482417,0.361689061,-1.515818237,0.030853675,-0.678175678,1.066090344,0.050213513,0.579317695,-0.389335026,-0.700026676,-1.205139389,-0.976586084,-0.170105118,-1.593038455,1.400168331,0.726561464,-0.273735336,0.518939351,0.389034559,-0.337463506,0.761482417,0.361689061,-1.515818237,0.030853675,-0.678175678,1.066090344,0.050213513,1.400168331,0.726561464,-0.273735336
hsa-mir-3680-2,-0.62267519,-0.011927278,-0.62267519,-0.62267519,1.067238175,-0.62267519,2.624530849,-0.62267519,1.504757644,1.360211681,-0.62267519,-0.62267519,-0.62267519,0.593336039,1.436434944,-0.62267519,1.54533677,-0.62267519,-0.62267519,1.298163632,0.138114728,-0.62267519,-0.62267519,-0.62267519,-0.62267519,-0.62267519,0.701762686,-0.62267519,-0.62267519,2.777246452,-0.62267519,-0.62267519,0.689499638,-0.62267519,-0.62267519,-0.62267519,-0.62267519,-0.62267519,-0.62267519,-0.62267519,-0.62267519,0.566800451,-0.62267519,-0.62267519,0.400327562,-0.62267519,-0.62267519,0.658424088,-0.62267519,-0.62267519,-0.62267519,-0.62267519,0.14449243,0.246197872,-0.62267519,-0.62267519,0.806989032,-0.62267519,3.332919421,0.281109203,0.945718348,-0.62267519,-0.62267519,-0.62267519,-0.62267519,-0.62267519,-0.62267519,0.897879863,1.558550176,-0.62267519,-0.62267519,0.474964987,3.44155217,-0.62267519,0.28565489,0.744797857,-0.62267519,-0.62267519,-0.011927278,-0.62267519,-0.62267519,1.067238175,-0.62267519,2.624530849,-0.62267519,1.504757644,1.360211681,-0.62267519,-0.62267519,-0.62267519,0.593336039,1.436434944,-0.62267519,1.54533677,-0.62267519,-0.62267519,1.298163632,0.138114728,-0.62267519,-0.62267519,-0.62267519,-0.62267519,-0.62267519,0.701762686,-0.62267519,-0.62267519,2.777246452,-0.62267519,-0.62267519,0.689499638,-0.62267519,-0.62267519,-0.62267519,-0.62267519,-0.62267519,-0.62267519,-0.62267519,-0.62267519,0.566800451,-0.62267519,-0.62267519,0.400327562,-0.62267519,-0.62267519,0.658424088,-0.62267519,-0.62267519,-0.62267519,-0.62267519,0.14449243,0.246197872,-0.62267519,-0.62267519,0.806989032,-0.62267519,3.332919421,0.281109203,0.945718348,-0.62267519,-0.62267519,-0.62267519,-0.62267519,-0.62267519,-0.62267519,0.897879863,1.558550176,-0.62267519,-0.62267519,0.474964987,3.44155217,-0.62267519,0.28565489,0.744797857,-0.62267519,-0.62267519,3.332919421,0.281109203,0.945718348,-0.62267519,-0.62267519,-0.62267519,-0.62267519,-0.62267519,-0.62267519,0.897879863,1.558550176,-0.62267519,-0.62267519,0.474964987,3.44155217,-0.62267519,0.28565489,0.744797857,-0.62267519,-0.62267519,-0.62267519,-0.62267519
hsa-mir-4726,0.541638648,-0.605916852,-0.605916852,-0.066102082,-0.605916852,0.153080994,-0.605916852,-0.605916852,-0.605916852,0.453161216,2.206579957,-0.605916852,1.360119869,-0.605916852,-0.605916852,-0.605916852,-0.605916852,-0.257676286,-0.605916852,3.497833692,-0.605916852,1.26791498,-0.605916852,-0.605916852,-0.605916852,-0.605916852,-0.605916852,-0.605916852,-0.059481946,1.210012487,-0.605916852,0.394237418,-0.605916852,0.045253806,-0.605916852,0.419864836,-0.605916852,1.476031879,-0.605916852,-0.605916852,-0.605916852,0.029392999,0.02215213,0.741062223,-0.605916852,1.575890441,-0.092582627,2.815323646,2.116812134,-0.605916852,0.470881165,-0.027280258,0.213585675,2.17851853,0.078941584,-0.605916852,0.921276701,-0.605916852,-0.605916852,-0.605916852,-0.605916852,-0.605916852,-0.605916852,-0.605916852,3.57453248,-0.605916852,-0.273292468,-0.605916852,-0.605916852,-0.605916852,0.399343943,-0.605916852,-0.605916852,-0.605916852,-0.120769424,-0.605916852,-0.605916852,0.541638648,-0.605916852,-0.605916852,-0.066102082,-0.605916852,0.153080994,-0.605916852,-0.605916852,-0.605916852,0.453161216,2.206579957,-0.605916852,1.360119869,-0.605916852,-0.605916852,-0.605916852,-0.605916852,-0.257676286,-0.605916852,3.497833692,-0.605916852,1.26791498,-0.605916852,-0.605916852,-0.605916852,-0.605916852,-0.605916852,-0.605916852,-0.059481946,1.210012487,-0.605916852,0.394237418,-0.605916852,0.045253806,-0.605916852,0.419864836,-0.605916852,1.476031879,-0.605916852,-0.605916852,-0.605916852,0.029392999,0.02215213,0.741062223,-0.605916852,1.575890441,-0.092582627,2.815323646,2.116812134,-0.605916852,0.470881165,-0.027280258,0.213585675,2.17851853,0.078941584,-0.605916852,0.921276701,-0.605916852,-0.605916852,-0.605916852,-0.605916852,-0.605916852,-0.605916852,-0.605916852,3.57453248,-0.605916852,-0.273292468,-0.605916852,-0.605916852,-0.605916852,0.399343943,-0.605916852,-0.605916852,-0.605916852,-0.120769424,-0.605916852,-0.605916852,-0.605916852,-0.605916852,-0.605916852,-0.605916852,-0.605916852,-0.605916852,-0.605916852,3.57453248,-0.605916852,-0.273292468,-0.605916852,-0.605916852,-0.605916852,0.399343943,-0.605916852,-0.605916852,-0.605916852,-0.120769424,-0.605916852,-0.605916852,3.57453248,-0.605916852,-0.273292468
hsa-mir-4444-1,0.406087728,-0.530403611,-0.167637335,0.328635995,0.126790817,-0.902339279,0.086410625,-0.082553739,-0.902339279,0.305206977,0.701045822,-0.902339279,-0.902339279,-0.902339279,0.351625719,-0.342818058,-0.902339279,-0.108217579,0.140684365,-0.902339279,-0.902339279,-0.190166846,0.192127098,1.229321378,-0.902339279,-0.902339279,0.710780022,-0.324684974,-0.902339279,0.132909556,0.0546141,0.808202204,0.695847509,-0.902339279,-0.902339279,-0.902339279,0.426159285,0.284563641,0.978979527,2.544184393,-0.066003508,-0.177967719,1.246007581,-0.902339279,-0.902339279,-0.34952601,-0.902339279,-0.902339279,-0.902339279,-0.902339279,1.553164803,-0.242585789,-0.435146521,-0.37320954,2.221125422,-0.073624912,5.192165531,-0.902339279,-0.500855853,1.849618589,0.052787194,-0.902339279,-0.27512493,0.189759791,-0.902339279,0.287935048,-0.902339279,0.023654325,-0.238175416,-0.064465979,-0.329245265,0.434551196,1.572709903,0.349854597,0.757136008,-0.069570158,0.363479687,0.406087728,-0.530403611,-0.167637335,0.328635995,0.126790817,-0.902339279,0.086410625,-0.082553739,-0.902339279,0.305206977,0.701045822,-0.902339279,-0.902339279,-0.902339279,0.351625719,-0.342818058,-0.902339279,-0.108217579,0.140684365,-0.902339279,-0.902339279,-0.190166846,0.192127098,1.229321378,-0.902339279,-0.902339279,0.710780022,-0.324684974,-0.902339279,0.132909556,0.0546141,0.808202204,0.695847509,-0.902339279,-0.902339279,-0.902339279,0.426159285,0.284563641,0.978979527,2.544184393,-0.066003508,-0.177967719,1.246007581,-0.902339279,-0.902339279,-0.34952601,-0.902339279,-0.902339279,-0.902339279,-0.902339279,1.553164803,-0.242585789,-0.435146521,-0.37320954,2.221125422,-0.073624912,5.192165531,-0.902339279,-0.500855853,1.849618589,0.052787194,-0.902339279,-0.27512493,0.189759791,-0.902339279,0.287935048,-0.902339279,0.023654325,-0.238175416,-0.064465979,-0.329245265,0.434551196,1.572709903,0.349854597,0.757136008,-0.069570158,0.363479687,-0.902339279,-0.500855853,1.849618589,0.052787194,-0.902339279,-0.27512493,0.189759791,-0.902339279,0.287935048,-0.902339279,0.023654325,-0.238175416,-0.064465979,-0.329245265,0.434551196,1.572709903,0.349854597,0.757136008,-0.069570158,0.363479687,-0.902339279,0.287935048,-0.902339279
hsa-mir-580,2.090258737,0.024706043,0.012451848,-0.146838706,0.405857847,0.187082856,1.012469596,-0.969234686,1.627420066,-0.162491279,-0.433634842,0.035534735,-0.969234686,0.514980973,-0.969234686,-0.595427013,-0.087172588,0.357113591,-0.969234686,-0.187735712,-0.350175415,-0.493443045,-0.238038238,-0.019815279,0.290646057,-0.969234686,-0.430383207,-0.583312574,-0.969234686,0.414033522,-0.329908594,-0.969234686,-0.435372464,-0.969234686,0.928944949,0.593525678,0.805862617,0.616671455,0.706606203,1.908977715,-0.410491395,0.966536747,-0.969234686,0.056814781,0.279400429,-0.599908494,-0.578206854,1.115646141,-0.969234686,0.211465466,0.671250487,-0.087692011,-0.03286142,-0.615731103,0.074135099,0.691722283,0.194091575,-0.229802003,0.103660697,-0.233817633,0.306974113,-0.969234686,-0.131172157,-0.969234686,-0.969234686,-0.969234686,0.297633813,-0.350592351,-0.525516845,-0.409464195,-0.203486114,-0.969234686,5.644937154,-0.550949947,-0.599677898,-0.969234686,2.413461082,2.090258737,0.024706043,0.012451848,-0.146838706,0.405857847,0.187082856,1.012469596,-0.969234686,1.627420066,-0.162491279,-0.433634842,0.035534735,-0.969234686,0.514980973,-0.969234686,-0.595427013,-0.087172588,0.357113591,-0.969234686,-0.187735712,-0.350175415,-0.493443045,-0.238038238,-0.019815279,0.290646057,-0.969234686,-0.430383207,-0.583312574,-0.969234686,0.414033522,-0.329908594,-0.969234686,-0.435372464,-0.969234686,0.928944949,0.593525678,0.805862617,0.616671455,0.706606203,1.908977715,-0.410491395,0.966536747,-0.969234686,0.056814781,0.279400429,-0.599908494,-0.578206854,1.115646141,-0.969234686,0.211465466,0.671250487,-0.087692011,-0.03286142,-0.615731103,0.074135099,0.691722283,0.194091575,-0.229802003,0.103660697,-0.233817633,0.306974113,-0.969234686,-0.131172157,-0.969234686,-0.969234686,-0.969234686,0.297633813,-0.350592351,-0.525516845,-0.409464195,-0.203486114,-0.969234686,5.644937154,-0.550949947,-0.599677898,-0.969234686,2.413461082,-0.229802003,0.103660697,-0.233817633,0.306974113,-0.969234686,-0.131172157,-0.969234686,-0.969234686,-0.969234686,0.297633813,-0.350592351,-0.525516845,-0.409464195,-0.203486114,-0.969234686,5.644937154,-0.550949947,-0.599677898,-0.969234686,2.413461082,-0.969234686,-0.969234686,0.297633813
hsa-mir-6875,-0.797870316,2.143780883,0.49341309,0.824766718,-0.797870316,0.723117903,0.071023767,-0.797870316,-0.22860999,-0.797870316,-0.797870316,-0.797870316,-0.141232513,-0.797870316,3.609963243,-0.797870316,1.522613085,0.248916086,-0.797870316,-0.797870316,-0.797870316,0.453816101,-0.797870316,-0.797870316,-0.797870316,0.268518495,-0.797870316,-0.290239008,1.939695848,0.111886118,-0.797870316,0.204257644,-0.095642666,-0.797870316,-0.797870316,-0.28396734,1.537043743,2.331213982,-0.797870316,0.716496958,0.672043793,1.111823437,-0.797870316,-0.797870316,-0.250396913,0.416636478,-0.797870316,-0.112273156,-0.797870316,-0.797870316,0.281052639,-0.797870316,0.023249406,-0.797870316,0.574549537,-0.797870316,-0.032766668,0.661072204,-0.445054531,0.65314913,-0.797870316,-0.797870316,-0.797870316,-0.318012661,-0.797870316,0.77111286,-0.797870316,2.457109977,0.953095398,1.41104664,-0.797870316,-0.797870316,0.289643629,-0.797870316,0.174339307,-0.066049095,2.53925749,-0.797870316,2.143780883,0.49341309,0.824766718,-0.797870316,0.723117903,0.071023767,-0.797870316,-0.22860999,-0.797870316,-0.797870316,-0.797870316,-0.141232513,-0.797870316,3.609963243,-0.797870316,1.522613085,0.248916086,-0.797870316,-0.797870316,-0.797870316,0.453816101,-0.797870316,-0.797870316,-0.797870316,0.268518495,-0.797870316,-0.290239008,1.939695848,0.111886118,-0.797870316,0.204257644,-0.095642666,-0.797870316,-0.797870316,-0.28396734,1.537043743,2.331213982,-0.797870316,0.716496958,0.672043793,1.111823437,-0.797870316,-0.797870316,-0.250396913,0.416636478,-0.797870316,-0.112273156,-0.797870316,-0.797870316,0.281052639,-0.797870316,0.023249406,-0.797870316,0.574549537,-0.797870316,-0.032766668,0.661072204,-0.445054531,0.65314913,-0.797870316,-0.797870316,-0.797870316,-0.318012661,-0.797870316,0.77111286,-0.797870316,2.457109977,0.953095398,1.41104664,-0.797870316,-0.797870316,0.289643629,-0.797870316,0.174339307,-0.066049095,2.53925749,0.661072204,-0.445054531,0.65314913,-0.797870316,-0.797870316,-0.797870316,-0.318012661,-0.797870316,0.77111286,-0.797870316,2.457109977,0.953095398,1.41104664,-0.797870316,-0.797870316,0.289643629,-0.797870316,0.174339307,-0.066049095,2.53925749,-0.797870316,0.77111286,-0.797870316
hsa-mir-199b,-0.23280024,0.415163012,-0.252244937,-0.346190669,-0.340403038,-0.283499086,8.311904364,-0.327601841,-0.119956111,-0.257117304,0.163131926,-0.225926403,-0.189504315,0.006522635,-0.187385428,0.031647931,0.335115594,0.415673839,-0.25752662,-0.256649747,-0.178978194,-0.092804954,0.200938576,-0.333590476,-0.170149522,-0.339214688,-0.303760273,-0.164547164,-0.185042328,-0.322623042,-0.346963113,-0.332707027,-0.323032217,-0.198596514,-0.352632342,-0.346737577,-0.124917173,-0.208403435,-0.190463185,-0.217049302,0.034156932,0.481973371,-0.068527558,-0.277882424,-0.291340504,-0.388313373,-0.000537557,1.039720506,-0.172599706,-0.071843574,0.303553752,-0.204951771,-0.208992795,0.053750163,0.084628412,-0.307552381,0.315056511,0.212839761,-0.308952998,-0.221118064,-0.116908861,-0.166668538,-0.328638739,0.022250662,-0.326503906,-0.345484822,-0.213527317,-0.174959083,-0.124637274,-0.357932098,-0.384091449,0.194550116,1.013491935,-0.233676479,0.042579975,-0.081555851,-0.292434584,-0.23280024,0.415163012,-0.252244937,-0.346190669,-0.340403038,-0.283499086,8.311904364,-0.327601841,-0.119956111,-0.257117304,0.163131926,-0.225926403,-0.189504315,0.006522635,-0.187385428,0.031647931,0.335115594,0.415673839,-0.25752662,-0.256649747,-0.178978194,-0.092804954,0.200938576,-0.333590476,-0.170149522,-0.339214688,-0.303760273,-0.164547164,-0.185042328,-0.322623042,-0.346963113,-0.332707027,-0.323032217,-0.198596514,-0.352632342,-0.346737577,-0.124917173,-0.208403435,-0.190463185,-0.217049302,0.034156932,0.481973371,-0.068527558,-0.277882424,-0.291340504,-0.388313373,-0.000537557,1.039720506,-0.172599706,-0.071843574,0.303553752,-0.204951771,-0.208992795,0.053750163,0.084628412,-0.307552381,0.315056511,0.212839761,-0.308952998,-0.221118064,-0.116908861,-0.166668538,-0.328638739,0.022250662,-0.326503906,-0.345484822,-0.213527317,-0.174959083,-0.124637274,-0.357932098,-0.384091449,0.194550116,1.013491935,-0.233676479,0.042579975,-0.081555851,-0.292434584,0.212839761,-0.308952998,-0.221118064,-0.116908861,-0.166668538,-0.328638739,0.022250662,-0.326503906,-0.345484822,-0.213527317,-0.174959083,-0.124637274,-0.357932098,-0.384091449,0.194550116,1.013491935,-0.233676479,0.042579975,-0.081555851,-0.292434584,-0.326503906,-0.345484822,-0.213527317
